FAC_NO,FAC_NAME,YEAR_QTR,BEG_DATE,END_DATE,OP_STATUS,COUNTY_NAME,HSA,HFPA,TYPE_CNTRL,TYPE_HOSP,TEACH_RURL,PHONE,ADDRESS,CITY,ZIP_CODE,CEO,LIC_BEDS,AVL_BEDS,STF_BEDS,DIS_MCAR,DIS_MCAR_MC,DIS_MCAL,DIS_MCAL_MC,DIS_CNTY,DIS_CNTY_MC,DIS_THRD,DIS_THRD_MC,DIS_INDGNT,DIS_OTH,DIS_TOT,DIS_LTC,DAY_MCAR,DAY_MCAR_MC,DAY_MCAL,DAY_MCAL_MC,DAY_CNTY,DAY_CNTY_MC,DAY_THRD,DAY_THRD_MC,DAY_INDGNT,DAY_OTH,DAY_TOT,DAY_LTC,VIS_MCAR,VIS_MCAR_MC,VIS_MCAL,VIS_MCAL_MC,VIS_CNTY,VIS_CNTY_MC,VIS_THRD,VIS_THRD_MC,VIS_INDGNT,VIS_OTH,VIS_TOT,GRIP_MCAR,GRIP_MCAR_MC,GRIP_MCAL,GRIP_MCAL_MC,GRIP_CNTY,GRIP_CNTY_MC,GRIP_THRD,GRIP_THRD_MC,GRIP_INDGNT,GRIP_OTH,GRIP_TOT,GROP_MCAR,GROP_MCAR_MC,GROP_MCAL,GROP_MCAL_MC,GROP_CNTY,GROP_CNTY_MC,GROP_THRD,GROP_THRD_MC,GROP_INDGNT,GROP_OTH,GROP_TOT,BAD_DEBT,CADJ_MCAR,CADJ_MCAR_MC,CADJ_MCAL,CADJ_MCAL_MC,DISP_855,CADJ_CNTY,CADJ_CNTY_MC,CADJ_THRD,CADJ_THRD_MC,CHAR_HB,CHAR_OTH,SUB_INDGNT,TCH_ALLOW,TCH_SUPP,DED_OTH,DED_TOT,CAP_MCAR,CAP_MCAL,CAP_CNTY,CAP_THRD,CAP_TOT,NET_MCAR,NET_MCAR_MC,NET_MCAL,NET_MCAL_MC,NET_CNTY,NET_CNTY_MC,NET_THRD,NET_THRD_MC,NET_INDGNT,NET_OTH,NET_TOT,OTH_OP_REV,TOT_OP_EXP,PHY_COMP,NONOP_REV,DIS_PIPS,DAY_PIPS,EXP_PIPS,EXP_POPS,CAP_EXP,FIX_ASSETS,DISP_TRNFR,DIS_TOT_CC,PAT_DAY_TOT_CC,TOT_OUT_VIS_CC,GROS_INPAT_REV_CC,GROS_OUTPAT_REV_CC,CONTR_ADJ_CC,OTHR_DEDUCT_CC,CAP_PREM_REV_CC,NET_PAT_REV_CC,QA_FEES,QA_SUPPL_PAY,MNGD_CARE_QA_PAY
106190198,LOS ANGELES COMMUNITY HOSPITAL,20191,01/01/2019,03/31/2019,Open,Los Angeles,11 - Los Angeles,0925,Investor - Corp.,Comparable,,323-267-0477,4081 EAST OLYMPIC BOULEVARD,LOS ANGELES,90023,HECTOR HERNANDEZ,324,324,181,544,156,426,1354,0,0,13,63,0,15,2571,0,3086,805,2765,9268,0,0,45,243,0,58,16270,0,374,186,534,1542,0,0,155,158,0,147,3096,24409939,12515107,5503632,92431327,0,0,759824,4049266,0,363301,140032396,2062175,1789806,1721178,6950673,0,0,132340,1228274,0,566311,14450757,579853,16053395,9530706,5436592,71397315,-2828398,0,0,507373,3368579,0,0,0,0,0,634372,104679787,0,0,0,0,0,10418719,4747638,1971883,30223274,0,0,664148,1725967,0,51737,49803366,335116,31968345,0,0,0,0,0,0,577141,47405443,0,0,0,0,0,0,0,0,0,0,0,0,0
106560492,LOS ROBLES HOSPITAL AND MEDICAL CENTER,20191,01/01/2019,03/31/2019,Open,Ventura,10 - Santa Barbara/Ventura,0813,Investor - Corp.,Comparable,,805-370-4427,215 WEST JANSS ROAD,THOUSAND OAKS,91360,NATALIE MUSSI,382,341,341,1910,359,128,361,0,0,133,1314,19,39,4263,0,11118,2192,929,1902,0,0,562,4918,102,80,21803,0,9870,1704,464,3307,0,0,1128,10672,104,857,28106,304054269,62254290,21900193,50558350,0,0,24979673,153115859,3423793,1686778,621973205,87989114,18178873,4545105,23651710,0,0,10484188,93358084,760376,5653072,244620522,0,351958511,73703886,25713837,66684211,0,0,0,30288922,179845675,0,2496464,0,0,0,3512864,734204370,0,0,0,0,0,40084872,6729277,731461,7525849,0,0,5174939,66628268,671305,4843386,132389357,179158,90140997,0,102807,0,0,0,0,3980264,177120841,0,0,0,0,0,0,0,0,0,0,0,0,0
106434040,LUCILE SALTER PACKARD CHILDREN'S HOSPITAL AT STANFORD,20191,01/01/2019,03/31/2019,Open,Santa Clara,07 - Santa Clara,0429,Non Profit Corp.,Comparable,Teaching,650-497-8000,725 WELCH ROAD,PALO ALTO,94304,PAUL KING,396,354,280,13,0,693,684,0,0,52,1740,9,64,3255,0,195,0,6582,4152,0,0,269,11539,59,257,23053,0,946,0,20060,27198,0,0,2099,64922,1,3004,118230,9366127,0,345860504,159126282,0,0,14763332,516653587,2582056,8047004,1056398892,2343121,0,49677752,67353731,0,0,5198481,160774626,880,7438970,292787561,0,9576718,0,329357470,202305650,0,0,0,14810052,394446143,0,2582935,0,0,0,11321510,964400478,0,0,0,0,0,2132529,0,66180786,24174364,0,0,5151761,282982070,0,4164465,384785975,25889501,431703582,0,17629916,0,0,0,0,29642144,1827968769,0,0,0,0,0,0,0,0,0,0,0,0,0
106121002,MAD RIVER COMMUNITY HOSPITAL,20191,01/01/2019,03/31/2019,Open,Humboldt,01 - Northern California,0105,Investor - Corp.,Comparable,,707-822-3621,3800 JANES ROAD,ARCATA,95521,DOUGLAS A. SHAW,78,46,42,179,0,31,176,0,0,96,0,2,3,487,0,931,0,86,659,0,0,337,0,4,11,2028,0,11857,118,1957,3799,0,2,8847,74,72,1054,27780,7753440,0,775489,5576344,0,0,2990023,0,34882,44751,17174929,14560327,16676,1790686,10216774,0,1011,10942145,8648,123873,602309,38262449,1518916,17307188,0,2131741,12452568,-78521,0,0,6366036,0,0,27288,0,0,0,643439,40368655,0,0,0,0,0,4547107,16676,437668,2822508,0,1011,7134899,0,0,108854,15068723,133751,16044140,0,0,0,0,0,0,410152,9137321,0,0,0,0,0,0,0,0,0,0,0,0,0
106201281,MADERA COMMUNITY HOSPITAL,20191,01/01/2019,03/31/2019,Open,Madera,09 - Central,0601,Non Profit Corp.,Comparable,,559-675-5555,1250 EAST ALMOND AVENUE,MADERA,93637,KAREN PAOLINELLI,106,106,42,269,56,147,272,0,0,36,79,1,8,868,0,1423,212,450,920,0,0,113,284,4,33,3439,0,5242,1365,3659,16331,11,0,1846,4822,52,1624,34952,10181083,1525922,2758587,6456158,0,0,720781,1865671,26252,175683,23710137,5680446,1564879,2587907,11509494,14069,0,2275019,4047745,34452,976838,28690849,776493,10208908,1838226,1826737,10185453,-787500,13174,0,2188879,3221692,0,291255,0,0,0,20733,29784050,0,0,0,0,0,5652621,1252575,4307257,7780199,895,0,806921,2691724,60704,64040,22616936,554383,23259624,1672279,231362,0,0,0,0,145310,27173557,0,0,0,0,0,0,0,0,0,0,2356095,2818875,0
106260011,MAMMOTH HOSPITAL,20191,01/01/2019,03/31/2019,Open,Mono,12 - Inland Counties,1205,District,Comparable,Rural,760-924-4104,85 SIERRA PARK ROAD,MAMMOTH LAKES,93546,GARY MYERS,17,17,17,41,6,24,25,0,0,108,8,0,10,222,0,76,20,71,54,0,0,251,21,0,25,518,0,2961,96,1283,1906,0,0,5794,526,1,602,13169,2215542,369808,839108,1047708,0,0,5793921,404628,0,505237,11175952,3275521,171506,1693356,3023007,0,0,12340567,796057,10150,1581404,22891568,263744,3015894,191921,1520593,2447016,0,0,0,4421914,183157,0,610581,0,0,0,0,12654820,0,0,0,0,0,2475169,349393,1011871,1623699,0,0,13712574,1017528,10150,1212316,21412700,150925,18428358,0,1322023,0,0,0,0,388417,39848381,0,0,0,0,0,0,0,0,0,0,0,0,0
106420493,MARIAN MEDICAL CENTER,20191,01/01/2019,03/31/2019,Open,Santa Barbara,10 - Santa Barbara/Ventura,0803,Non Profit Corp.,Comparable,,805-739-3000,1400 EAST CHURCH STREET,SANTA MARIA,93454,CHUCK COVA,353,353,287,1549,296,495,815,0,0,118,713,8,57,4051,0,10356,1529,2036,6817,0,0,895,3031,55,384,25103,0,51814,9657,4564,30577,0,0,3031,40178,0,6218,146039,192923508,28509586,31144726,77878082,0,0,12741287,94499888,812798,7427706,445937581,63089516,9639129,8102632,42824831,0,0,7531689,48465414,0,4321639,183974850,7913285,211659315,30512421,27980480,105887432,0,0,0,14736402,79737578,0,5772754,0,0,0,7678330,491877997,0,13423641,0,1299320,14722961,42164262,7560671,8039994,28126675,0,0,4805724,60924079,0,1135990,152757395,763267,144598706,0,-158573,0,0,0,0,4569334,275218131,0,0,0,0,0,0,0,0,0,0,0,0,0
106244027,MARIE GREEN PSYCHIATRIC CENTER - PHF,20191,01/01/2019,03/31/2019,Open,Merced,06 - North San Joaquin,0515,City/County,Psychiatric Health Facilities,,209-381-6879,300 EAST 15TH STREET,MERCED,95340,"YVONNIA BROWN, MSW",16,16,16,0,0,0,109,0,0,22,0,0,0,131,0,0,0,0,467,0,0,169,0,0,0,636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,791831,0,0,286551,0,0,0,1078382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,791831,0,0,286551,0,0,0,1078382,0,1078382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106211006,MARIN GENERAL HOSPITAL,20191,01/01/2019,03/31/2019,Open,Marin,04 - West Bay,0405,Non Profit Other,Comparable,,415-925-7000,250 BON AIR ROAD,GREENBRAE,94904,LEE DOMANICO,235,176,176,974,106,267,278,0,0,79,439,0,52,2195,0,5122,452,1837,1347,0,0,468,1700,0,265,11191,0,11894,1348,1369,5841,1,0,2012,11158,24,1781,35428,156933227,19455132,26769737,40420637,0,0,17207579,54680825,0,8610975,324078112,121524093,14450048,10806565,37372405,55672,0,11484486,77227267,143013,5796216,278859765,1841141,251165340,30565592,37459308,52645351,0,16948,0,23305620,106857481,0,1540934,0,0,0,3872134,509269849,0,7475832,0,0,7475832,27291980,3339588,116994,32623523,38724,0,5386445,25050611,0,7295995,101143860,3435297,104279109,0,0,0,0,0,0,2538321,95553576,0,0,0,0,0,0,0,0,0,0,0,0,0
106050932,MARK TWAIN MEDICAL CENTER,20191,01/01/2019,03/31/2019,Open,Calaveras,06 - North San Joaquin,0503,Non Profit Corp.,Comparable,Rural,209-754-5916,768 MOUNTAIN RANCH ROAD,SAN ANDREAS,95249,CRAIG MARKS,48,48,12,130,14,5,39,0,0,9,22,0,6,225,3,458,75,18,116,0,0,40,93,0,17,817,38,8071,212,535,4891,2,0,563,3828,0,432,18534,8558020,924174,419768,2543872,0,0,845666,1740916,0,212776,15245192,15023548,722089,1232663,7301846,37870,0,1009746,6836249,0,650590,32814601,778339,17215886,1184411,1322321,6540376,0,37738,0,809364,2605636,0,-103212,0,0,0,596799,30987658,0,0,0,0,0,6141905,444602,344579,3280962,133,0,939102,5740242,0,180610,17072135,270756,17210530,4426784,15714,0,0,0,0,642802,13036104,0,0,0,0,0,0,0,0,0,0,0,0,0
106090933,MARSHALL MEDICAL CENTER,20191,01/01/2019,03/31/2019,Open,El Dorado,02 - Golden Empire,0304,Non Profit Corp.,Comparable,Rural,530-626-2770,1100 MARSHALL WAY,PLACERVILLE,95667,JAMES WHIPPLE,125,117,117,763,135,68,272,0,0,27,201,0,9,1475,84,3510,667,313,961,0,0,110,593,0,34,6188,843,42111,7629,2164,11772,3,0,795,19093,0,1113,84680,79660098,15828454,8407221,24513572,0,0,3553040,19110710,0,602577,151675672,79376082,14839103,5775902,26753195,7155,0,2477364,37290140,0,2492852,169011793,2144241,136046149,25963939,6960141,46746210,0,6219,0,3724383,31637644,0,1393914,0,0,0,733377,255356217,0,0,0,0,0,21235380,4365262,7066499,3954929,857,0,2239487,24140934,0,2327900,65331248,887092,68239101,12405439,2410686,0,0,0,0,2512148,117212169,0,0,0,0,0,0,0,0,0,0,0,0,0
106191230,"MARTIN LUTHER KING, JR. COMMUNITY HOSPITAL",20191,01/01/2019,03/31/2019,Open,Los Angeles,11 - Los Angeles,0935,Non Profit Corp.,Comparable,,424-338-8000,1680 EAST 120TH STREET,LOS ANGELES,90059,ELAINE BATCHLOR,131,126,126,467,174,629,1295,145,0,71,0,0,0,2781,0,1849,677,2265,4704,549,0,251,0,0,0,10295,0,1080,716,4507,13979,3827,0,896,0,0,0,25005,68591087,25744968,85972637,149441048,9754250,0,9463148,0,0,0,348967138,23122069,15368715,61748057,172570981,47395329,0,14550002,0,0,0,334755153,0,80480386,35145818,104665998,310062530,0,47631972,0,21708183,0,0,5081612,0,0,0,0,604776499,0,0,0,0,0,11232770,5967865,43054696,11949499,4435995,0,2304967,0,0,0,78945792,1556283,75964195,0,3561445,0,0,0,0,6057129,276104141,0,0,0,0,0,0,0,0,0,0,0,0,0
106450936,MAYERS MEMORIAL HOSPITAL,20191,01/01/2019,03/31/2019,Open,Shasta,01 - Northern California,0210,District,Comparable,Rural,530-336-5511 ,43563 STATE HIGHWAY 299 E,FALL RIVER MILLS,96028,LOUIS WARD,115,115,115,73,0,25,0,0,0,6,0,0,1,105,13,351,0,6679,0,0,0,21,0,0,398,7449,7034,1594,0,871,0,0,0,800,0,0,54,3319,1389347,0,2342552,0,0,0,116418,0,0,124133,3972450,2574905,0,1465542,0,0,0,1310521,0,0,35534,5386502,935394,1924405,0,2026659,0,-15896,0,0,460716,0,0,0,0,0,0,64741,5396019,0,0,0,0,0,2039847,0,1797331,0,0,0,30829,0,0,94926,3962933,84892,6752560,420966,524971,0,0,0,0,2731894,14947431,0,0,0,0,0,0,0,0,0,0,0,0,0
106190521,MEMORIAL HOSPITAL - GARDENA,20191,01/01/2019,03/31/2019,Open,Los Angeles,11 - Los Angeles,0929,Investor - Corp.,Comparable,,310-532-4200,1145 W. REDONDO BEACH BOULEVARD.,GARDENA,90247,ARACELI LONERGAN,172,172,149,361,202,222,725,0,0,47,51,2,58,1668,8,1631,1030,1020,2733,0,0,141,169,22,69,6815,6045,637,582,1175,5018,0,0,367,347,392,1269,9787,28814410,18490188,18611479,71757525,0,0,2911678,3078489,144329,936603,144744701,4120154,6909057,4918737,24635462,0,0,2082236,2342754,1947818,2994508,49950726,1999421,25881641,21711853,22148804,89008232,-1890686,0,0,3581044,4726868,0,2092147,0,0,0,0,169259324,0,3018474,0,0,3018474,7052923,3687392,3272098,10403229,0,0,1412870,694375,0,1931690,28454577,144915,26809204,0,-2305,0,0,0,0,431529,21678911,0,0,0,0,0,0,0,0,0,0,0,0,0
106240924,MEMORIAL HOSPITAL - LOS BANOS,20191,01/01/2019,03/31/2019,Open,Merced,06 - North San Joaquin,0517,Non Profit Corp.,Comparable,Rural,209-826-0591,520 WEST I STREET,LOS BANOS,93635,ASH GOKLI,40,40,15,138,25,34,139,0,0,4,59,10,0,409,0,462,94,52,206,0,0,25,115,34,0,988,0,1942,137,544,7083,0,0,161,2775,557,12,13211,6992113,1263505,1118655,4708424,0,0,227067,2234485,497298,0,17041547,10430880,1531062,2424522,21275906,0,0,1077518,8124483,2689153,60942,47614466,500609,11847428,2037710,1847790,23223152,-55166,0,0,601713,2260014,0,3186451,0,0,0,0,45449701,0,0,0,0,0,5520691,745414,1740300,2761178,0,0,620778,7757009,0,60942,19206312,-63516,16606051,0,9286,0,0,0,0,487258,13436676,0,0,0,0,0,0,0,0,0,0,0,0,0
106500939,MEMORIAL HOSPITAL - MODESTO,20191,01/01/2019,03/31/2019,Open,Stanislaus,06 - North San Joaquin,0511,Non Profit Corp.,Comparable,,209-526-4500,1700 COFFEE ROAD,MODESTO,95355,DARYN KUMAR,419,419,265,1453,719,251,999,0,0,111,1123,77,0,4733,0,7902,3714,1063,3765,0,0,440,2994,224,0,20102,0,4245,1900,963,8011,0,0,474,4811,553,302,21259,139356206,67302647,17217286,64033040,0,0,8038077,59478199,4109582,0,359535037,76386219,41415763,5525526,45488496,0,0,5867834,62381491,4815044,2748541,244628914,3589280,181649184,104492673,10041318,90830406,0,0,0,9756801,61984029,0,8924626,0,0,0,0,471268317,14960118,0,0,7142634,22102752,33333936,19171365,12641687,18682549,0,0,3656689,65813409,0,1698751,154998386,2285663,150573917,0,483630,0,0,0,0,4493116,196481359,0,0,0,0,0,0,0,0,0,0,0,0,0
106190525,MEMORIALCARE LONG BEACH MEDICAL CENTER,20191,01/01/2019,03/31/2019,Open,Los Angeles,11 - Los Angeles,0933,Non Profit Corp.,Comparable,Teaching,562-933-2000,2801 ATLANTIC AVENUE,LONG BEACH,90806,JOHN BISHOP,453,453,318,1619,1221,390,996,2,0,55,1147,40,35,5505,0,8449,5490,2063,4673,7,0,289,4712,135,237,26055,0,9391,4865,4597,15731,0,0,580,16257,774,912,53107,136740047,100134931,33847598,88439641,113786,0,5342486,83803961,2035335,6425599,456883384,46669893,23764724,17937826,55341227,0,0,2445310,68862329,2134222,6472932,223628463,2460828,147498206,99365154,37231711,110710102,0,109731,0,6100678,84338243,0,4515047,-355,0,0,9983626,502312971,3333124,1768018,0,252955,5354097,35734427,27764120,14138833,34737507,4055,0,1680742,68058508,499390,935391,183552973,1040158,155652241,0,-1628346,0,0,0,0,1809165,106623567,0,0,0,0,0,0,0,0,0,0,0,0,0
106300225,MEMORIALCARE ORANGE COAST MEDICAL CENTER,20191,01/01/2019,03/31/2019,Open,Orange,13 - Orange,1014,Non Profit Corp.,Comparable,,714-962-4677,9920 TALBERT AVENUE,FOUNTAIN VALLEY,92708,MARCIA MANKER,218,218,144,660,860,54,341,0,0,19,1002,15,36,2987,0,3228,3424,411,1353,0,0,41,3038,57,199,11751,0,3719,5971,363,2821,0,0,261,10347,179,259,23920,55663170,66710597,5992917,22792993,0,0,973826,56887831,650765,2290311,211962410,22272211,28172906,857001,7253684,0,0,1385564,47163711,680695,1254195,109039967,1865125,65351146,83965453,5237177,8499247,0,0,0,1717718,62484045,0,1657147,0,0,0,2195549,232972607,9286217,0,0,0,9286217,12220921,19765922,1611676,21411611,0,0,631143,40773946,30657,870111,97315987,534281,86207053,0,795882,0,0,0,0,3526625,139351991,0,0,0,0,0,0,0,0,0,0,0,0,0
106301317,MEMORIALCARE SADDLEBACK MEDICAL CENTER,20191,01/01/2019,03/31/2019,Open,Orange,13 - Orange,1017,Non Profit Corp.,Comparable,,949-837-4500,24451 HEALTH CENTER DRIVE,LAGUNA HILLS,92653,MARCIA MANKER,250,250,140,771,965,59,143,0,0,77,1083,20,13,3131,0,3002,3611,285,584,0,0,205,3625,95,17,11424,0,20348,9899,657,2698,0,0,1143,19245,274,795,55059,56399560,71351904,3800170,9870214,0,0,1891619,60189036,1360285,208629,205071417,36930040,38647460,1145149,6689181,0,0,1577748,51359490,948594,704357,138002019,1381441,76298700,97169787,3156816,5824029,0,0,0,2576658,63360267,0,2635723,-207,0,0,523287,252926501,7526215,0,0,0,7526215,16690531,19950993,1670404,10677175,0,0,880091,47544535,74312,185109,97673150,521999,88676305,0,456680,0,0,0,0,2081226,96792571,0,0,0,0,0,0,0,0,0,0,0,0,0
106231013,MENDOCINO COAST DISTRICT HOSPITAL,20191,01/01/2019,03/31/2019,Open,Mendocino,01 - Northern California,0111,District,Comparable,Rural,707-961-1234,700 RIVER DRIVE,FORT BRAGG,95437,MICHAEL ELLIS,25,25,17,130,0,5,47,0,0,32,0,0,2,216,34,489,0,14,155,0,0,100,0,0,6,764,409,7163,0,192,2528,0,0,2669,0,0,217,12769,4671362,0,97958,1816387,0,0,1013944,0,0,18839,7618490,14381146,0,298662,4502435,0,0,3946519,0,0,208807,23337569,222951,9962958,0,225652,4392484,0,0,0,2027422,0,0,129679,0,0,0,0,16961146,0,0,0,0,0,9089550,0,170968,1926338,0,0,2933041,0,0,-124984,13994913,638111,15269272,0,233579,0,0,0,0,892696,14931434,0,0,0,0,0,0,0,0,0,0,0,0,0
106334018,MENIFEE VALLEY MEDICAL CENTER,20191,01/01/2019,03/31/2019,Open,Riverside,12 - Inland Counties,1109,District,Comparable,,951-679-8888,28400 MCCALL BOULEVARD,SUN CITY,92585,DAN MCLAUGHLIN,84,84,84,142,260,161,269,0,0,31,37,0,5,905,0,635,1069,914,1236,0,0,134,143,0,20,4151,0,492,1008,628,2215,0,0,229,470,0,314,5356,8052062,14936859,5143947,10616479,0,0,1332388,2654371,0,224668,42960774,2182925,5212664,1858102,6705949,0,0,1045305,2643329,0,698956,20347230,765153,8478914,16692358,5800669,14350324,0,0,0,1969739,4388745,0,0,0,0,0,0,52445902,0,0,0,0,0,1756073,3457164,1201380,2972104,0,0,407954,908956,0,158471,10862102,2618,11823257,356754,0,0,0,0,0,140674,3766768,0,0,0,0,0,0,0,0,0,0,0,0,0
106414018,MENLO PARK SURGICAL HOSPITAL,20191,01/01/2019,03/31/2019,Open,San Mateo,04 - West Bay,0428,Investor - Corp.,Comparable,,650-324-8500,570 WILLOW ROAD,MENLO PARK,94025,JANET A. WAGNER,16,16,2,13,2,0,0,0,0,1,25,0,0,41,0,13,2,0,0,0,0,1,41,0,0,57,0,179,33,0,4,0,0,6,328,0,8,558,784295,105228,0,0,0,0,82543,1974064,0,0,2946130,2159379,310135,0,73295,0,0,117132,5450338,0,378349,8488628,6214,2005529,326607,0,71244,0,0,0,120071,3682512,0,0,0,0,0,284123,6496300,0,0,0,0,0,935268,88756,0,2051,0,0,78912,3740433,0,93038,4938458,287742,3592128,0,32167,0,0,0,0,289356,7566220,0,0,0,0,0,0,0,0,0,0,0,0,0
106340947,MERCY GENERAL HOSPITAL,20191,01/01/2019,03/31/2019,Open,Sacramento,02 - Golden Empire,0311,Church,Comparable,,916-453-4545,4001 J STREET,SACRAMENTO,95819,EDMUNDO CASTANEDA,432,394,394,1097,736,198,829,0,0,51,744,13,115,3783,0,5193,3513,957,3474,0,0,255,3235,66,566,17259,0,5387,3369,1083,6479,0,0,446,8371,117,516,25768,160346227,134609283,21280406,86576792,0,0,8008938,121316888,1543703,13295506,546977743,71000696,32231191,6924122,45117573,0,0,4096071,69400371,1055270,2372624,232197918,5507663,196650207,138778172,23119999,106037631,0,0,0,9892417,142620491,0,3275103,0,0,0,12208102,638089785,2732062,0,0,19024112,21756174,33646437,30159433,4357978,24876430,0,0,2153871,65139493,0,2508408,162842050,2276103,148834255,0,5555725,0,0,0,0,3621629,253419666,0,0,0,0,0,0,0,0,0,0,0,0,0
106150761,MERCY HOSPITAL - BAKERSFIELD,20191,01/01/2019,03/31/2019,Open,Kern,09 - Central,0617,Non Profit Corp.,Comparable,,661-632-5000,2215 TRUXTUN AVENUE,BAKERSFIELD,93301,BRUCE PETERS,222,218,135,649,277,230,749,0,0,64,909,9,110,2997,0,2864,1152,891,2631,0,0,243,2975,29,369,11154,0,5634,2726,3268,12114,7,0,1557,7069,372,1234,33981,52192595,22946452,17040140,44459175,0,0,4273222,47715275,525165,6696029,195848053,28090103,13441538,10845636,54697445,32068,0,5752783,39293953,1207089,4029997,157390612,3705138,66896581,32216889,22586542,83291835,0,105,0,7316525,53522058,0,1989151,0,0,0,8619748,280144572,4129222,0,0,6056013,10185235,12911388,8240297,4509329,15771097,31998,0,2664107,38325757,0,825355,83279328,512400,83293441,0,6043716,0,0,0,0,3426828,79765705,0,0,0,0,0,0,0,0,0,0,0,0,0
106344029,MERCY HOSPITAL - FOLSOM,20191,01/01/2019,03/31/2019,Open,Sacramento,02 - Golden Empire,0309,Church,Comparable,,916-983-7500,1650 CREEKSIDE DRIVE,FOLSOM,95630,EDMUNDO CASTANEDA,106,106,106,623,289,81,218,0,0,21,463,3,53,1751,0,2560,1274,315,940,0,0,74,1393,11,201,6768,0,2385,900,880,3998,0,0,377,5667,149,293,14649,55753654,29468099,5431494,20209208,0,0,1160900,33562089,245345,4521037,150351826,27945845,11689203,6189588,28198976,0,0,3647644,46151290,1296399,2039421,127158366,4667387,72945970,36496218,10004582,41548975,0,0,0,3935096,46455664,0,2313107,0,0,0,3767577,222134576,1213612,0,0,8310540,9524152,10420455,5785775,1121836,6577651,0,0,830062,39921502,0,242487,64899768,264079,51733566,0,15485607,0,0,0,0,1319331,46617689,0,0,0,0,0,0,0,0,0,0,0,0,0
106340950,MERCY HOSPITAL - SAN JUAN ,20191,01/01/2019,03/31/2019,Open,Sacramento,02 - Golden Empire,0309,Non Profit Corp.,Comparable,,916-537-5000,6501 COYLE AVENUE,CARMICHAEL,95608,MICHAEL KORPIEL,370,370,370,1501,680,424,1345,3,0,130,815,16,204,5118,0,7586,3403,3296,5239,8,0,597,3462,70,895,24556,0,8965,6162,2381,10307,0,0,945,6859,364,444,36427,183021574,86121640,56672394,116235551,571240,0,13041698,101227043,1616084,20745352,579252576,70874217,29318049,15157591,63742335,0,0,3909167,69505818,2580008,3155724,258242909,14746743,212627427,100120484,57620812,140767389,-1462383,569675,0,13291836,119820362,0,5699068,0,0,0,17153043,680954456,3226643,0,0,16830104,20056747,39393718,17705532,13887133,36334960,1565,0,3473473,63453392,0,2348003,176597776,1168344,171138319,0,2397238,0,0,0,0,5151694,149291220,0,0,0,0,0,0,0,0,0,0,0,0,0
106240942,MERCY MEDICAL CENTER - MERCED,20191,01/01/2019,03/31/2019,Open,Merced,06 - North San Joaquin,0515,Non Profit Corp.,Comparable,,209-564-5000,333  MERCY AVENUE,MERCED,95340,DAVID DUNHAM,186,186,131,1141,138,197,961,0,0,25,441,8,69,2980,0,5487,689,642,3181,0,0,109,1359,31,280,11778,0,7800,569,1329,12357,0,0,949,3102,274,2005,28385,102910237,13535727,12383848,59225587,0,0,2142695,25594540,610145,5583056,221985835,38280263,4372936,8094016,59405543,0,0,3652016,23598542,1368787,3114953,141887056,3576403,120526262,15527211,3170126,100744433,-1316610,0,0,4188967,23304240,0,5524716,0,0,0,6621892,281867640,0,0,0,0,0,19835222,2317212,5035121,27106378,0,0,1378287,24816401,0,1516630,82005251,829888,73350828,0,-154532,0,0,0,0,954948,182809803,0,0,0,0,0,0,0,0,0,0,0,0,0
106470871,MERCY MEDICAL CENTER - MT. SHASTA,20191,01/01/2019,03/31/2019,Open,Siskiyou,01 - Northern California,0205,Non Profit Other,Comparable,Rural,530-225-6000,914 PINE STREET,MOUNT SHASTA,96067,KENNETH PLATOU,33,25,25,149,3,13,60,0,0,11,33,1,4,274,0,556,13,33,170,0,0,43,64,1,11,891,0,6007,102,342,3890,0,0,421,3085,68,321,14236,7912405,180578,232303,2318262,0,0,637063,1113335,28873,484925,12907744,10812632,261907,554777,5216894,0,0,1268740,3832946,106687,399954,22454537,700834,12201769,305108,418566,4834686,0,0,0,623188,802563,0,360880,0,0,0,721292,20968886,0,64394,0,0,64394,6239775,96503,179196,2679982,0,0,1227174,3837672,0,197487,14457789,109333,14922754,0,524670,0,0,0,0,3108934,20428458,0,0,0,0,0,0,0,0,0,0,0,0,0
106450949,MERCY MEDICAL CENTER - REDDING,20191,01/01/2019,03/31/2019,Open,Shasta,01 - Northern California,0209,Church,Comparable,,530-225-6000,2175 ROSALINE AVENUE,REDDING,96001,TODD SMITH,267,267,267,1748,48,157,811,0,0,129,574,2,40,3509,0,8424,328,863,3845,0,0,674,1960,11,160,16265,0,23129,438,1910,10242,0,0,2082,6717,119,1873,46510,158338488,4716842,13427517,60644995,0,0,14044673,37461788,321486,2153720,291109509,89574371,2088130,6799903,42066607,0,0,10905855,35210830,483862,2481048,189610606,6573736,202316508,5663901,14891267,73584094,0,0,0,18800471,31852809,0,2019249,0,0,0,2887717,358589752,0,79201,0,0,79201,44112556,1051084,3904823,28710599,0,0,5541643,38400344,0,488515,122209564,835245,115250951,0,32273688,0,0,0,0,4819851,94497403,0,0,0,0,0,0,0,0,0,0,0,0,0
